;Bone,ボーン名,ボーン名(英),変形階層,物理後(0/1),位置_x,位置_y,位置_z,回転(0/1),移動(0/1),IK(0/1),表示(0/1),操作(0/1),親ボーン名,表示先(0:オフセット/1:ボーン),表示先ボーン名,オフセット_x,オフセット_y,オフセット_z,ローカル付与(0/1),回転付与(0/1),移動付与(0/1),付与率,付与親名,軸制限(0/1),制限軸_x,制限軸_y,制限軸_z,ローカル軸(0/1),ローカルX軸_x,ローカルX軸_y,ローカルX軸_z,ローカルZ軸_x,ローカルZ軸_y,ローカルZ軸_z,外部親(0/1),外部親Key,IKTarget名,IKLoop,IK単位角[deg]
Bone,"左目","eye_L",2,0,0.2946,19.2968,-0.4121,1,0,0,0,1,"頭",0,"",0,0,0,0,1,0,0.8,"両目",0,0,0,0,1,0.9659096,-0.0001074946,0.2588796,0.2587612,0.03067471,-0.9654551,0,0,"",0,57.29578
Bone,"右目","eye_R",2,0,-0.2946,19.2968,-0.4121,1,0,0,0,1,"頭",0,"",0,0,0,0,1,0,0.8,"両目",0,0,0,0,1,0.9659096,0.0001074946,-0.2588796,-0.2587612,0.03067471,-0.9654551,0,0,"",0,57.29578
Bone,"両目","eyes",0,0,0,20.87619,-0.3550625,1,0,0,1,1,"頭",0,"",0,0,-0.7433,0,0,0,1,"",0,0,0,0,1,1,0,0,0,0,-1,0,0,"",0,57.29578
Bone,"右つま先先","",0,1,-0.8998375,6.89035,12.67588,1,0,0,0,1,"右つま先",0,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左つま先先","",0,1,0.8998375,6.89035,12.67588,1,0,0,0,1,"左つま先",0,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左ネックレス2先","",0,0,0,17.34575,-0.8199355,1,0,0,0,1,"左ネックレス2",0,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右ネックレス2先","",0,0,0,17.34575,-0.8199355,1,0,0,0,1,"右ネックレス2",0,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"チューブ12先","",0,0,1.016215,17.96266,-0.1944399,1,0,0,0,1,"チューブ12",0,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"チューブ32先","",0,0,9.427985,12.12638,-0.7522194,1,0,0,0,1,"チューブ32",0,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"チューブ22先","",0,0,-1.939312,16.42525,0.01336314,1,0,0,0,1,"チューブ22",0,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
